psraid,sample,int_date,fips,state,cregion,density,usr,vote01,pial1a,pial1b,pial1c,pial1d,pial1e,pial2a,pial2b,pial2c,pial2d,pial2e,pial3,ql1,ql1a,qc1,hh1,employ,par,sex,age,educ2,hisp,race,inc,reg,party,partyln,ideo,zipcode,iphoneuse,hphoneuse,weight,standwt
102643,1,110412,6019,6,4,2,U,1,1,2,1,2,2,4,4,4,4,3,2,1, , ,2,1,2,1,62,5,2,1,6,1,3,1,2,93730,2,2,2.4,.615626625394852
102654,1,110412,19113,19,2,2,S,1,2,2,2,2,2,1,4,4,4,4,2,2,2, ,1,3,2,2,83,3,2,1,3,1,1, ,3,52403,1,1,1.4,.35911553148033
102658,1,110412,6083,6,4,2,S,1,2,2,1,2,2,3,4,3,4,3,2,1, , ,1,3,2,1,54,6,1,1,8,1,3,1,3,93111,2,2,1.5,.384766640871783
102660,1,110412,48291,48,3,1,S,1,1,1,2,2,2,4,1,4,4,4,2,1, , ,3,1,1,1,53,3,2,2,5,1,3,2,3,77538,2,2,4.1,1.05169548504954
102663,1,110412,29095,29,2,4,U,1,2,1,1,2,2,2,4,2,4,4,2,1, , ,2,3,2,2,71,7,2,1,6,1,1, ,2,64114,2,2,2,.513022187829043
102665,1,110412,6073,6,4,3,U,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,2,2,1,55,6,2,1,8,1,2, ,3,92129,2,2,2.6,.666928844177756
102668,1,110412,20113,20,2,1,R,1,1,1,2,2,2,2,2,4,4,4,2,1, , ,2,2,2,2,65,6,2,1,99,1,1, ,2,67460,2,2,1.2,.307813312697426
102675,1,110412,41007,41,4,1,R,1,1,1,1,2,1,1,1,1,1,1,1,1, , ,2,1,2,2,60,5,2,1,5,1,2, ,3,97121,2,2,1.95,.500196633133317
102677,1,110412,6087,6,4,3,S,1,1,2,2,2,2,4,2,4,4,4,2,1, , ,3,2,2,2,49,4,2,1,6,1,2, ,4,95018,2,2,4.35,1.11582325852817
102678,1,110412,6037,6,4,5,U,1,9,2,2,3,1,4,4,4,5,3,9,1, , ,2,3,2,2,55,7,2,1,2,1,3,1,2,91423,2,2,2.45,.628452180090578
102679,1,110412,17031,17,2,5,U,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,1,2,2,58,8,2,1,6,1,2, ,3,60643,2,2,1.3,.333464422088878
102684,1,110412,6037,6,4,5,S,1,1,1,3,3,3,4,4,5,5,5,3,2,2, ,1,3,2,2,68,3,2,1,2,1,1, ,2,91702,1,1,1.45,.371941086176056
102689,1,110412,29015,29,2,1,R,1,1,2,2,2,1,4,4,4,4,4,2,1, , ,2,3,1,2,38,3,2,1,99,1,1, ,2,65355,2,2,5,1.28255546957261
102690,1,110412,18127,18,2,3,S,1,1,2,2,2,2,1,2,4,4,4,2,1, , ,3,3,2,2,18,3,2,1,99,1,2, ,3,46304,2,2,4.1,1.05169548504954
200014,2,110112,13097,13,3,3,S,1,1,1,1,1,1,1,1,1,1,1,1, , ,1,2,1,2,2,99,8,2,2,99,1,2, , ,30134,2,2,1.95,.500196633133317
200015,2,110112,36085,36,1,5,U,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,3,1,1,1,25,3,2,2,99,1,3,9, ,10303,2,2,5.95,1.5262410087914
200016,2,110312,34023,34,1,5,S,4,2,2,2,2,2,4,4,4,4,4,2, , ,1,4,1,1,1,50,6,2,3,7,1,2, ,1,08902,2,2,5.25,1.34668324305124
200027,2,110112,51177,51,3,2,S,3,1,2,2,2,2,3,4,3,4,3,2, , ,1,2,3,1,2,37,8,2,1,99,1,1, , ,22407,2,2,3,.769533281743565
200029,2,110112,36081,36,1,5,U,3,2,2,2,2,2,4,4,4,4,4,2, , ,1,1,3,2,1,53,3,2,2,1,1,3,9, ,11420,2,2,2.8,.718231062960661
200034,2,110112,37051,37,3,3,U,3,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,1,1,1,30,5,2,2,5,1,2, , ,28307,2,2,4.1,1.05169548504954
200044,2,110112,48303,48,3,2,U,1,1,2,2,2,2,2,2,4,4,4,2, , ,1,1,3,2,1,70,6,2,1,5,1,1, , ,79416,2,2,1.05,.269336648610248
200046,2,110112,24025,24,3,3,S,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,1,2,2,68,3,2,3,5,1,1, , ,21001,2,2,3,.769533281743565
200055,2,110112,12009,12,3,3,U,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,2,2,1,66,4,2,1,4,1,2, , ,32937,2,2,2.8,.718231062960661
200062,2,110112,24037,24,3,2,R,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,3,2,2,70,6,2,1,8,1,3,2, ,26080,2,2,1.45,.371941086176056
200063,2,110112,28119,28,3,1,R,1,1,1,2,2,2,4,4,4,4,4,3, , ,1,2,3,1,1,64,1,2,2,2,1,2, , ,38646,2,2,6.55,1.68014766514012
200071,2,110112,27145,27,2,2,S,4,2,2,2,2,2,4,4,4,4,4,2, , ,2,1,1,1,1,41,3,2,1,99,3,3,9, ,99999,3,3,5.3,1.35950879774696
200072,2,110112,39061,39,2,4,S,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,4,3,2,2,56,6,2,1,6,1,1, , ,45240,2,2,4.3,1.10299770383244
200073,2,110112,12095,12,3,4,S,1,1,1,2,2,2,3,3,4,4,3,2, , ,2,2,2,2,2,60,8,2,1,99,1,9,9, ,32818,3,3,6.15,1.57754322757431
200078,2,110112,24005,24,3,4,S,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,2,2,2,56,6,2,1,8,1,2, , ,21286,2,2,3.5,.897788828700826
200079,2,110112,12103,12,3,5,U,9,1,1,1,2,2,2,2,1,4,4,1, , ,1,1,1,2,1,59,8,2,1,9,1,1, , ,33759,2,2,1.4,.35911553148033
200081,2,110112,48479,48,3,1,U,3,1,2,2,2,2,3,1,4,4,4,2, , ,2,3,1,1,1,24,3,1,6,7,1,3,2, ,78043,3,3,8.2,2.10339097009908
200090,2,110112,22101,22,3,1,R,1,2,2,2,2,2,4,4,4,4,4,2, , ,2,1,1,2,1,40,3,1,6,3,1,3,2, ,70380,3,3,7.15,1.83405432148883
200105,2,110312,21013,21,3,1,R,1,2,2,2,2,2,4,4,4,4,4,2, , ,2,2,3,2,1,35,2,2,1,2,1,3,9,2,40960,3,3,9.7,2.48815761097086
200106,2,110112,34013,34,1,5,S,3,2,2,2,2,2,4,4,4,4,4,2, , ,1,3,1,1,2,52,6,2,2,5,2,3,9, ,07108,2,2,3.4,.872137719309374
200111,2,110112,49049,49,4,2,U,1,2,2,2,2,2,2,2,4,4,4,2, , ,1,2,3,2,1,80,8,2,1,7,1,3,9, ,84062,2,2,1.9,.487371078437591
200112,2,110112,13245,13,3,3,U,3,1,1,2,1,1,1,1,1,1,1,1, , ,1,3,3,1,1,28,4,2,2,5,1,2, , ,30906,2,2,5.25,1.34668324305124
200116,2,110112,55109,55,2,2,S,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,1,1,1,44,3,2,1,7,1,1, , ,54016,2,2,4.1,1.05169548504954
200117,2,110112,20177,20,2,2,U,3,1,1,1,1,1,4,4,4,4,4,1, , ,2,1,1,2,1,36,8,2,1,5,1,1, , ,66605,3,3,2.65,.679754398873482
200120,2,110112,36029,36,1,3,S,1,1,1,2,2,1,3,3,4,3,4,2, , ,9,3,2,2,2,18,3,2,1,2,1,5,2, ,14261,2,2,5.7,1.46211323531277
200121,2,110112,51700,51,3,5,U,3,2,2,2,2,2,4,4,4,4,1,2, , ,1,2,3,2,2,52,6,2,1,99,1,3,9, ,23602,2,2,2.5,.641277734786304
200126,2,110112,27053,27,2,5,U,1,1,1,1,2,1,4,4,4,4,1,1, , ,1,2,3,2,2,65,8,2,1,8,1,2, , ,55425,2,2,1.6,.410417750263235
200129,2,110112,26025,26,2,2,U,3,1,2,2,2,2,9,9,9,9,9,2, , ,2,2,3,1,2,23,4,2,1,4,1,9,9, ,49037,3,3,5.3,1.35950879774696
200131,2,110112,33001,33,1,2,R,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,1,1,2,1,65,3,2,1,8,1,3,9, ,03249,2,2,2.15,.551498851916222
200143,2,110112,5115,5,3,1,R,4,1,2,2,2,2,1,1,4,4,4,2, , ,2,3,1,2,2,42,4,2,1,3,1,1, , ,72801,3,3,8.85,2.27012318114352
200146,2,110112,42121,42,1,1,R,1,1,1,2,2,1,4,4,4,4,2,1, , ,2,1,1,2,1,46,5,2,1,6,1,1, , ,16374,3,3,5.35,1.37233435244269
200149,2,110112,48339,48,3,3,S,1,2,2,2,2,2,4,4,4,4,2,2, , ,1,2,3,1,2,36,6,2,1,8,1,1, , ,77386,2,2,3.5,.897788828700826
200153,2,110112,48201,48,3,5,S,3,2,2,2,2,2,4,4,4,4,4,2, , ,2,2,2,2,1,34,1,1,4,3,3,3,2, ,77099,3,3,9.7,2.48815761097086
200156,2,110112,36025,36,1,1,R,1,1,1,2,2,2,1,4,4,4,4,1, , ,2,1,3,2,1,26,3,2,1,2,3,3,2, ,13838,3,3,5.65,1.44928768061705
200157,2,110112,12011,12,3,4,U,3,9,9,9,9,9,9,9,9,9,9,2, , ,2,2,1,9,1,99,6,2,2,6,1,3,9, ,99998,3,3,4.2,1.07734659444099
200166,2,110112,30017,30,4,1,R,1,2,2,2,2,2,9,4,4,4,4,2, , ,1,2,1,2,2,57,6,2,9,99,9,9,9, ,99999,2,2,2.8,.718231062960661
200167,2,110112,8059,8,4,3,S,1,1,1,1,2,2,2,2,2,4,4,2, , ,1,1,3,2,1,77,6,2,1,6,1,1, , ,80228,2,2,1.1,.282162203305974
200176,2,110112,48439,48,3,5,S,1,2,2,2,2,2,4,4,4,4,4,2, , ,2,2,3,2,2,74,3,2,1,3,3,3,2, ,76063,3,3,4.6,1.1799510320068
200181,2,110112,5095,5,3,1,R,1,1,1,2,1,1,3,3,4,3,3,1, , ,2,1,2,2,2,21,4,2,2,1,3,2, , ,72021,3,3,2.75,.705405508264935
200182,2,110112,8035,8,4,2,S,1,2,2,2,2,2,2,4,2,4,2,2, , ,1,2,1,1,1,44,6,2,1,7,1,3,1, ,80104,2,2,1.85,.474545523741865
200184,2,110112,49035,49,4,4,S,1,1,1,1,1,2,2,2,2,2,4,2, , ,1,3,2,1,2,53,3,2,1,7,1,1, , ,84065,2,2,7.1,1.8212287667931
200185,2,110112,27003,27,2,3,S,3,1,2,2,2,2,3,4,4,4,3,2, , ,2,4,2,2,1,25,3,2,1,6,1,3,1, ,55005,3,3,9.7,2.48815761097086
200187,2,110112,12103,12,3,5,U,3,2,2,2,2,2,4,4,4,4,4,2, , ,2,1,3,1,2,32,5,2,2,3,1,2, , ,30713,3,3,6.35,1.62884544635721
200190,2,110112,17097,17,2,4,S,1,1,2,2,2,2,3,4,2,4,3,2, , ,1,2,1,1,2,36,8,2,3,9,1,3,1, ,60035,2,2,4.6,1.1799510320068
200191,2,110112,55127,55,2,2,R,1,1,1,2,1,1,2,4,4,2,3,1, , ,2,1,1,2,2,22,6,2,1,8,1,1, , ,53147,3,3,2.1,.538673297220496
200192,2,110312,12103,12,3,5,U,3,2,2,2,2,2,4,4,4,4,2,2, , ,2,2,3,2,2,30,4,2,1,6,1,3,1,4,33709,3,3,9.7,2.48815761097086
200197,2,110112,20023,20,2,1,R,1,2,2,2,2,2,4,4,4,4,4,2, , ,2,1,2,2,1,53,1,2,1,2,1,2, , ,67756,3,3,9.1,2.33425095462215
200200,2,110112,12103,12,3,5,U,1,1,1,1,1,2,2,2,2,2,4,1, , ,1,5,1,2,1,51,4,2,9,8,1,1, , ,34684,2,2,8.25,2.1162165247948
200215,2,110112,21199,21,3,1,R,4,2,2,2,2,2,4,4,2,4,5,3, , ,1,2,1,2,1,51,4,2,1,7,1,2, , ,42503,2,2,3.1,.795184391135017
200217,2,110112,17031,17,2,5,U,3,2,2,2,2,2,1,4,4,4,2,1, , ,2,1,2,2,1,18,2,2,3,6,3,2, , ,60601,3,3,9.7,2.48815761097086
200218,2,110112,39049,39,2,5,U,1,1,1,2,2,2,4,4,4,4,4,2, , ,1,2,1,1,1,46,8,2,1,8,1,3,1, ,43004,2,2,2.6,.666928844177756
200223,2,110112,19033,19,2,1,R,1,1,2,2,2,1,3,4,4,4,3,1, , ,2,2,1,1,2,32,6,2,1,7,1,2, , ,50401,3,3,4.25,1.09017214913672
200227,2,110112,55117,55,2,2,U,1,1,2,2,2,1,1,1,4,4,1,1, , ,2,1,1,1,2,34,6,2,1,5,1,2, , ,53081,3,3,3.6,.923439938092278
200236,2,110112,39025,39,2,3,S,1,1,1,2,2,3,4,4,5,4,4,2, , ,2,2,3,2,1,74,2,2,1,6,1,5,1, ,45157,3,3,9.7,2.48815761097086
200237,2,110112,36029,36,1,3,S,1,1,1,2,2,1,1,1,1,1,1,1, , ,2,2,3,1,2,27,4,1,2,2,1,2, , ,14207,3,3,9.7,2.48815761097086
200239,2,110112,8031,8,4,5,U,1,2,2,2,2,2,4,1,4,4,4,2, , ,2,2,1,2,1,52,5,2,1,6,1,2, , ,80218,3,3,6.45,1.65449655574866
200242,2,110112,8001,8,4,3,S,1,1,1,2,1,1,1,1,1,1,1,1, , ,1,2,1,1,1,26,6,2,1,7,1,2, , ,80233,2,2,2.4,.615626625394852
200244,2,110112,42101,42,1,5,U,3,2,2,2,2,2,4,4,4,4,4,2, , ,2,4,3,2,2,26,6,2,1,99,1,9,9, ,19123,3,3,9.7,2.48815761097086
200247,2,110112,17031,17,2,5,U,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,2,2,1,58,4,2,1,1,1,3,9, ,60154,2,2,3.05,.782358836439291
200248,2,110112,6075,6,4,5,U,1,1,2,2,2,1,3,4,1,4,3,1, , ,2,3,1,2,1,33,8,2,1,9,1,2, , ,94122,3,3,5.4,1.38515990713842
200253,2,110112,48183,48,3,3,U,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,3,1,1,2,49,5,2,2,4,1,2, , ,99999,2,2,3.95,1.01321882096236
200261,2,110112,48135,48,3,2,U,3,2,2,2,2,2,4,4,4,4,4,2, , ,1,1,1,2,1,60,4,2,3,6,1,3,1, ,79762,2,2,1.5,.384766640871783
200272,2,110112,4017,4,4,1,R,1,1,2,2,2,2,4,4,4,4,4,2, , ,2,2,3,2,1,55,3,2,1,2,1,3,1, ,85901,3,3,5.05,1.29538102426833
200273,2,110112,24031,24,3,4,S,1,1,2,1,2,1,2,4,2,2,2,2, , ,2,2,1,1,2,31,8,2,1,8,1,2, , ,20895,3,3,7.4,1.89818209496746
200274,2,110112,1047,1,3,1,R,3,1,1,2,2,1,1,4,1,4,1,2, , ,2,5,3,1,2,20,3,2,2,1,3,1, , ,36703,3,3,4.35,1.11582325852817
200277,2,110112,4013,4,4,3,U,1,2,3,3,3,2,8,5,5,5,5,1, , ,1,2,1,1,1,47,5,2,1,7,3,3,2, ,85050,2,2,3.7,.94909104748373
200278,2,110112,51059,51,3,5,S,3,1,2,2,2,1,4,4,1,4,4,1, , ,2,5,2,2,1,19,2,2,2,6,1,2, , ,20171,3,3,9.7,2.48815761097086
200280,2,110112,13067,13,3,4,S,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,1,1,1,35,6,2,1,8,1,3,1, ,30068,2,2,3.05,.782358836439291
200288,2,110112,24510,24,3,5,U,1,2,2,2,2,2,4,4,4,4,4,2, , ,2,1,1,2,1,99,6,2,2,8,1,3,9, ,99999,3,3,2.5,.641277734786304
200292,2,110112,49049,49,4,2,U,1,2,2,2,2,2,3,3,4,4,3,2, , ,2,2,2,2,1,25,3,2,1,3,1,3,1, ,84062,3,3,5.85,1.50058989939995
200294,2,110112,6059,6,4,5,S,1,1,2,1,2,2,1,2,4,4,4,2, , ,2,3,1,2,1,30,6,2,1,3,1,1, , ,90620,3,3,5.4,1.38515990713842
200297,2,110112,51790,51,3,4,R,1,2,2,2,2,2,4,4,4,4,3,2, , ,2,2,1,2,1,30,6,2,1,3,1,3,2, ,24401,3,3,5.95,1.5262410087914
200303,2,110112,36047,36,1,5,U,1,2,2,2,2,2,4,3,4,4,3,2, , ,1,2,1,1,2,39,6,2,1,9,2,2, , ,11218,2,2,4.6,1.1799510320068
200309,2,110112,22095,22,3,2,S,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,1,1,2,28,4,2,2,7,1,3,2, ,70068,2,2,4.25,1.09017214913672
200319,2,110112,47147,47,3,2,S,1,2,2,2,2,2,2,4,4,4,2,1, , ,2,4,3,1,2,38,2,2,1,2,1,1, , ,37073,3,3,9.7,2.48815761097086
200321,2,110112,6037,6,4,5,U,1,1,1,1,2,2,3,4,2,4,2,2, , ,1,1,1,2,1,57,6,2,1,6,1,3,1, ,91767,2,2,1.25,.320638867393152
200324,2,110112,6037,6,4,5,U,1,2,2,2,2,2,1,4,4,4,3,2, , ,1,4,2,2,1,23,4,2,1,1,3,3,2, ,91724,2,2,4.15,1.06452103974527
200329,2,110112,20147,20,2,1,R,1,1,2,2,2,2,4,4,4,4,4,2, , ,1,2,1,1,1,33,6,2,1,99,1,1, , ,67661,2,2,1.95,.500196633133317
200331,2,110112,8069,8,4,2,U,1,2,1,2,2,2,4,1,4,4,4,2, , ,2,1,3,2,2,78,5,2,1,2,3,2, , ,80538,3,3,1.75,.448894414350413
200334,2,110112,49035,49,4,4,S,1,1,1,2,2,1,2,4,4,4,3,1, , ,2,2,1,2,2,30,3,2,1,5,1,2, , ,84118,3,3,9.7,2.48815761097086
200342,2,110112,6029,6,4,1,S,3,2,2,2,2,1,4,2,4,4,2,1, , ,2,2,1,2,1,25,4,2,5,4,1,1, , ,93523,3,3,6.5,1.66732211044439
200355,2,110112,41019,41,4,1,R,1,1,2,2,1,1,1,4,4,4,4,1, , ,2,2,1,2,2,50,6,2,1,6,1,3,2, ,97471,3,3,2.85,.731056617656387
200356,2,110112,6073,6,4,3,S,1,1,2,2,2,2,3,4,4,4,1,2, , ,1,5,1,2,2,38,8,1,1,99,1,2, , ,92121,2,2,5.9,1.51341545409568
200359,2,110112,53053,53,4,3,U,1,1,2,2,2,2,4,4,4,4,4,1, , ,1,2,2,1,2,55,3,2,1,4,1,1, , ,98321,2,2,3.85,.987567711570908
200366,2,110112,41041,41,4,1,R,1,1,2,2,2,2,4,4,4,4,4,2, , ,1,1,1,2,2,63,5,2,1,99,1,2, , ,99999,2,2,1,.256511093914522
200371,2,110112,6037,6,4,5,U,1,1,1,2,2,2,1,4,1,4,1,2, , ,1,6,1,2,1,45,3,1,1,4,3,2, , ,91340,2,2,9.2,2.3599020640136
200379,2,110112,48029,48,3,4,U,1,1,1,1,1,1,3,3,3,1,3,1, , ,1,1,1,2,1,36,8,1,6,5,1,2, , ,78212,2,2,2.25,.577149961307674
200380,2,110112,6037,6,4,5,U,1,1,2,2,2,2,3,4,4,4,4,2, , ,1,2,2,2,1,33,8,2,1,4,2,2, , ,91106,2,2,2.4,.615626625394852
200385,2,110112,53063,53,4,2,S,1,2,2,1,2,2,2,4,2,4,4,2, , ,1,2,2,2,1,64,6,2,1,8,1,1, , ,99019,2,2,2.2,.564324406611948
200389,2,110112,31109,31,2,2,U,1,1,2,2,2,1,4,4,4,4,3,1, , ,2,2,1,1,1,27,8,2,1,99,3,2, , ,68504,3,3,4,1.02604437565809
200401,2,110112,20209,20,2,4,U,3,2,2,2,2,2,4,4,4,4,4,2, , ,2,1,3,2,2,52,3,2,2,1,9,1, , ,66102,3,3,6.15,1.57754322757431
200406,2,110112,39003,39,2,2,U,1,8,2,2,2,2,4,3,4,4,1,1, , ,2,5,2,2,1,21,4,1,6,6,1,3,2, ,45805,3,3,9.7,2.48815761097086
200417,2,110112,41039,41,4,1,U,1,1,2,2,2,1,1,4,4,4,1,1, , ,2,2,2,2,2,22,6,1,9,1,1,3,2, ,97403,3,3,3.4,.872137719309374
200422,2,110112,6073,6,4,3,S,4,2,2,2,2,2,1,4,4,4,4,2, , ,2,2,1,1,1,47,3,2,1,4,2,3,9, ,92028,3,3,8.55,2.19316985296916
200425,2,110112,6037,6,4,5,U,3,9,1,2,2,1,3,3,4,4,3,2, , ,1,9,1,1,1,45,5,2,3,99,1,9,9, ,90650,2,2,3.7,.94909104748373
200429,2,110112,53033,53,4,4,S,3,2,2,2,2,2,4,4,4,4,4,2, , ,2,1,3,2,2,75,3,2,1,2,1,4,9, ,98002,3,3,3.6,.923439938092278
200432,2,110112,6001,6,4,5,U,4,2,2,2,2,2,4,4,4,4,4,2, , ,2,2,1,2,1,35,4,2,1,4,1,2, , ,94577,3,3,5.85,1.50058989939995
200438,2,110112,6071,6,4,1,S,1,1,2,2,2,2,4,4,4,4,4,1, , ,2,2,1,1,1,38,3,2,2,6,1,2, , ,92335,3,3,4.45,1.14147436791962
200441,2,110212,6007,6,4,2,U,3,2,2,2,2,2,4,4,4,4,4,2, , ,1,1,2,2,2,24,6,2,1,1,1,1, ,3,95926,2,2,1,.256511093914522
200447,2,110112,17199,17,2,2,R,1,1,2,2,2,2,1,4,4,4,4,2, , ,2,2,2,2,1,19,3,2,1,4,1,3,2, ,62959,3,3,4.7,1.20560214139825
200448,2,110112,6037,6,4,5,U,1,2,2,2,2,1,3,4,3,4,3,1, , ,2,2,1,2,1,38,5,1,1,7,1,3,2, ,90035,3,3,8.8,2.25729762644779
200450,2,110112,6071,6,4,1,S,3,2,2,2,2,2,4,4,4,4,3,2, , ,2,2,1,1,2,21,3,1,6,3,1,3,9, ,92310,3,3,5.6,1.43646212592132
200459,2,110112,41015,41,4,1,R,1,1,1,2,2,2,4,4,4,4,4,2, , ,2,1,2,1,1,66,3,2,1,4,1,3,9, ,97450,3,3,3.2,.82083550052647
200461,2,110112,6037,6,4,5,U,3,2,2,2,2,2,4,4,4,4,3,1, , ,1,4,1,2,1,25,8,1,4,8,3,3,9, ,91765,2,2,4.6,1.1799510320068
200462,2,110112,40013,40,3,1,R,3,1,2,2,2,2,2,2,4,4,4,2, , ,2,1,3,2,2,71,6,2,1,1,1,2, , ,74729,3,3,1.6,.410417750263235
200468,2,110112,17195,17,2,1,R,3,2,2,2,2,2,2,2,2,2,2,2, , ,1,4,3,2,1,25,8,2,3,2,3,3,2, ,61081,2,2,2.8,.718231062960661
200473,2,110112,6081,6,4,4,S,1,1,2,2,2,2,1,1,4,4,4,2, , ,1,2,3,1,2,53,8,2,1,9,1,2, , ,94070,2,2,2.7,.692579953569209
200477,2,110412,6073,6,4,3,S,1,2,2,2,2,2,4,4,4,4,4,2, , ,2,2,1,2,1,57,5,1,1,8,1,3,1,3,92028,3,3,7.45,1.91100764966319
200487,2,110112,6037,6,4,5,U,1,1,1,2,2,2,1,1,1,4,4,1, , ,1,2,1,1,2,35,5,2,1,9,1,1, , ,90604,2,2,4.55,1.16712547731107
200490,2,110112,6065,6,4,2,S,3,2,2,2,2,2,4,4,4,4,4,2, , ,2,1,1,2,1,43,3,1,1,7,1,3,9, ,92582,3,3,7.25,1.85970543088028
200505,2,110112,41047,41,4,2,S,1,1,2,2,2,2,2,4,2,4,3,2, , ,1,2,1,1,1,38,6,2,1,8,1,1, , ,97381,2,2,1.85,.474545523741865
200510,2,110112,32003,32,4,2,S,1,1,1,2,2,2,5,4,4,4,4,2, , ,1,2,3,1,2,53,5,2,1,99,1,1, , ,99998,2,2,2.85,.731056617656387
200511,2,110112,6065,6,4,2,S,1,2,2,1,2,2,1,1,1,4,4,2, , ,2,2,1,1,1,32,6,1,1,7,1,2, , ,92879,3,3,5.45,1.39798546183414
200514,2,110112,8069,8,4,2,U,1,2,2,2,2,2,4,4,4,4,4,2, , ,2,2,2,1,2,99,9,2,3,99,1,3,9, ,80538,3,3,5.9,1.51341545409568
200527,2,110112,38017,38,2,1,U,3,2,2,2,2,2,4,4,4,4,4,2, , ,2,1,3,2,1,67,2,2,1,1,9,1, , ,58071,3,3,8.9,2.28294873583924
200532,2,110112,48139,48,3,2,S,1,1,1,2,2,2,2,2,2,4,4,2, , ,2,1,1,1,1,37,6,2,1,7,1,1, , ,76065,3,3,2.75,.705405508264935
200534,2,110112,48439,48,3,5,S,1,2,2,2,2,2,1,3,3,3,3,2, , ,2,1,1,1,2,36,5,2,2,5,1,3,9, ,76119,3,3,5.35,1.37233435244269
200536,2,110112,17113,17,2,2,U,3,2,2,2,2,2,1,4,4,4,4,2, , ,2,2,1,1,1,37,3,2,3,7,3,9,9, ,61761,3,3,8.1,2.07773986070763
200541,2,110112,48085,48,3,4,S,1,2,2,2,2,2,1,1,4,4,1,2, , ,2,1,1,2,1,23,6,2,2,3,1,2, , ,75287,3,3,2.5,.641277734786304
200543,2,110412,36061,36,1,5,U,1,2,2,2,2,2,4,4,4,4,4,1, , ,2,2,3,2,1,21,4,2,1,99,1,2, ,5,10019,3,3,8.75,2.24447207175206
200545,2,110112,27053,27,2,5,U,1,1,1,2,1,1,4,3,4,3,3,1, , ,2,2,2,2,2,22,4,2,1,2,1,3,2, ,55408,3,3,6.15,1.57754322757431
200557,2,110112,51153,51,3,4,S,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,1,1,1,32,6,2,1,8,1,1, , ,22192,2,2,3.4,.872137719309374
200561,2,110112,48215,48,3,3,S,4,1,2,2,2,2,4,4,4,4,4,2, , ,2,2,3,2,1,30,3,1,1,3,3,2, , ,78577,3,3,9.7,2.48815761097086
200577,2,110212,24510,24,3,5,U,3,1,2,2,2,2,4,4,4,4,4,2, , ,2,1,3,2,1,54,3,2,1,9,1,4,9,2,21231,3,3,7.1,1.8212287667931
200585,2,110212,21093,21,3,2,S,1,1,2,2,2,2,2,4,2,4,4,3, , ,1,2,1,1,2,35,5,2,1,9,1,1, ,1,40162,2,2,4.55,1.16712547731107
200588,2,110212,25023,25,1,3,S,1,1,1,2,2,2,3,3,4,4,4,2, , ,1,2,2,2,2,65,8,2,1,8,1,2, ,4,02301,2,2,2.3,.5899755160034
200609,2,110212,51710,51,3,5,U,3,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,3,2,1,73,4,2,2,4,1,4,9,9,23513,2,2,2.15,.551498851916222
200611,2,110212,39009,39,2,2,R,3,2,2,2,2,2,4,4,4,4,4,2, , ,2,3,3,2,1,21,4,2,1,9,1,2, ,4,45701,3,3,6.95,1.78275210270593
200614,2,110212,36119,36,1,5,S,3,2,2,2,2,2,4,4,4,4,4,2, , ,1,4,3,2,1,65,5,2,2,8,1,2, ,4,10552,2,2,3.7,.94909104748373
200625,2,110212,19049,19,2,2,S,1,1,2,2,2,2,1,4,4,4,4,2, , ,1,2,1,2,1,64,6,2,1,7,1,3,2,3,50263,2,2,2.4,.615626625394852
200630,2,110212,42101,42,1,5,U,1,2,2,2,2,2,4,4,4,4,4,2, , ,2,1,1,2,1,39,2,2,1,3,1,2, ,2,19125,3,3,9.7,2.48815761097086
200640,2,110212,20091,20,2,4,S,1,1,2,2,2,2,4,4,4,4,4,2, , ,2,1,1,1,2,34,5,2,1,5,1,2, ,4,06209,3,3,9.55,2.44968094688368
200641,2,110212,22017,22,3,2,U,1,1,2,2,2,1,1,4,4,4,3,1, , ,2,2,1,1,2,26,6,2,2,6,1,2, ,3,71047,3,3,4.05,1.03886993035381
200647,2,110212,48091,48,3,2,S,2,2,2,2,2,2,4,4,4,4,4,2, , ,1,1,3,9,1,54,5,2,1,2,3,1, ,2,78132,2,2,1.75,.448894414350413
200653,2,110212,48303,48,3,2,U,1,1,2,2,2,2,3,3,4,4,4,3, , ,2,1,1,1,1,36,8,2,4,9,1,3,1,2,79424,3,3,3.1,.795184391135017
200654,2,110212,51027,51,3,1,R,3,2,2,2,2,2,2,4,4,4,2,2, , ,1,1,1,1,2,32,6,2,1,4,1,3,1,5,24614,2,2,1.2,.307813312697426
